lead_id,user_id,product,stage,log_date,user_id.1,registration_date,login_date
3325526,5600,Home Loan,Eligible,2017-12-15 13:51,1844702,2017-05-12 8:18,2017-05-16 9:35
3316143,1998158,Credit Card,Form Submitted,2017-07-29 18:13,1896009,2017-05-19 18:57,2017-08-17 15:06
2956071,1640511,Personal Loan,Form - Page 2,2017-07-20 15:19,2010922,2017-06-13 17:02,2017-06-13 20:07
2716486,1763529,Credit Card,Applied,2017-06-03 14:46,2340352,2017-08-09 2:56,2017-11-01 15:16
3151587,2001745,Credit Card,Form - Page 1,2017-07-12 15:41,2627272,2017-09-13 8:36,2017-12-12 9:35
3189600,1177178,Credit Card,Form Submitted,2017-07-15 14:47,2325367,2017-08-07 17:14,2017-08-12 14:01
3071310,1740685,Personal Loan,Form Submitted,2017-07-07 10:44,1769030,2017-05-02 14:16,2017-08-04 14:42
2754561,1794290,Credit Card,Form - Page 1,2017-06-06 12:43,2360434,2017-08-10 23:49,2017-08-28 20:13
2960461,1882976,Credit Card,Form - Page 1,2017-06-24 12:00,1964246,2017-06-07 17:14,2017-06-07 17:15
2719950,1775468,Credit Card,Form - Page 2,2017-06-03 18:13,2296653,2017-08-04 10:06,2017-08-07 14:34
2922734,1260960,Personal Loan,Form - Page 1,2017-06-18 12:23,2043864,2017-06-19 11:58,2017-07-06 10:07
2747288,431803,Home Loan,Form - Page 1,2017-06-06 12:44,2338000,2017-08-09 12:48,2017-08-09 14:19
2997342,1919688,Home Loan,Eligible,2017-07-01 10:18,1896801,2017-05-22 14:50,2017-06-24 12:38
2820551,1833261,Credit Card,Form - Page 1,2017-06-11 1:46,1386427,2017-07-10 19:05,2017-07-14 8:41
3309276,962202,Business Loan,Form - Page 1,2017-07-28 18:09,1807180,2017-05-08 16:50,2017-05-11 7:28
3094999,1971329,Personal Loan,Form - Page 1,2017-07-08 12:20,1893217,2017-05-19 1:26,2017-07-15 18:51
3259072,1281236,Personal Loan,Eligible,2017-07-22 9:50,2477915,2017-08-30 19:13,2017-11-28 9:51
2964418,1128314,Personal Loan,Form - Page 1,2017-06-27 10:56,1926282,2017-06-02 15:29,2017-07-08 17:29
3042102,1941606,Personal Loan,Form Submitted,2017-07-06 13:47,2636325,2017-09-13 17:06,2017-12-12 9:34
3120296,1985048,Home Loan,Form - Page 2,2017-07-13 18:08,2115662,2017-09-06 13:06,2017-12-05 9:21
3145452,1998435,Personal Loan,Form - Page 1,2017-07-12 8:26,2558729,2017-09-07 11:29,2017-10-07 0:06
2811244,1825472,Home Loan,Form Submitted,2017-06-10 15:22,2298387,2017-08-04 12:36,2017-08-05 18:16
3101820,1974848,Credit Card,Eligible,2017-07-08 17:54,1817601,2017-05-09 16:52,2017-05-12 14:49
3311954,1764321,Credit Card,Eligible,2017-07-29 15:34,1900316,2017-05-21 11:38,2017-06-20 14:43
3016868,1486710,Personal Loan,Form - Page 1,2017-07-03 5:12,1802581,2017-05-08 0:50,2017-09-08 13:10
3257454,528348,Personal Loan,Applied,2017-07-28 15:46,2145127,2017-09-11 19:05,2017-09-12 13:24
3239467,1846617,Personal Loan,Applied,2017-07-19 23:33,2681663,2017-09-16 19:51,2017-10-07 14:24
2726707,1516722,Personal Loan,Form Submitted,2017-06-04 13:23,2317623,2017-08-06 18:16,2017-08-08 21:13
3003609,1425087,Home Loan,Eligible,2017-07-01 18:16,1831750,2017-05-10 20:39,2017-08-09 9:55
3319834,1147083,Home Loan,Form - Page 1,2017-07-30 12:13,1783171,2017-05-05 6:52,2017-09-02 21:44
3202228,1554000,Credit Card,Form - Page 2,2017-07-16 13:30,2426349,2017-08-18 13:08,2017-09-09 13:31
2704789,499310,Credit Card,Form - Page 1,2017-06-02 13:30,2275498,2017-08-01 7:06,2017-08-01 7:15
3130250,1990137,Credit Card,Form - Page 1,2017-07-10 17:17,2775244,2017-09-26 21:49,2017-11-29 3:04
3176604,804918,Credit Card,Form - Page 1,2017-07-15 10:43,2523402,2017-09-02 10:16,2017-09-07 14:59
3094519,1961348,Home Loan,Form Submitted,2017-07-08 12:01,1826501,2017-05-15 12:02,2017-07-08 17:47
2823139,1834052,Personal Loan,Applied,2017-06-11 10:28,2108204,2017-07-05 9:33,2017-09-12 22:48
2932499,1894218,Personal Loan,Form Submitted,2017-06-19 12:33,2047900,2017-06-19 23:15,2017-09-05 12:00
2968470,812350,Credit Card,Form Submitted,2017-08-24 10:31,1958543,2017-06-07 11:30,2017-06-21 19:48
2956069,1904820,Credit Card,Form - Page 1,2017-06-23 16:17,2049849,2017-06-20 11:38,2017-11-17 13:43
3270344,2061684,Credit Card,Form - Page 2,2017-07-22 17:19,2271233,2017-07-29 23:36,2017-11-08 17:11
2828586,1779465,Credit Card,Eligible,2017-06-11 14:43,2616317,2017-09-12 13:30,2017-12-12 12:42
2970703,75158,Personal Loan,Form Submitted,2017-06-26 14:01,1942944,2017-06-05 18:16,2017-12-04 20:34
3020639,969710,Auto Loan,Form - Page 2,2017-07-03 13:02,1873116,2017-05-15 19:01,2017-07-18 19:03
2906988,1845352,Personal Loan,Form - Page 1,2017-06-16 21:53,2202340,2017-07-16 2:07,2017-10-15 3:02
2850351,1531214,Personal Loan,Form Submitted,2017-06-13 15:14,2569105,2017-09-08 11:48,2017-09-08 17:02
2713404,1772521,Home Loan,Form - Page 1,2017-06-03 11:13,2276637,2017-08-01 13:11,2017-10-17 13:05
2901821,1878522,Personal Loan,Form - Page 1,2017-06-16 15:23,2350278,2017-08-09 22:36,2017-11-13 12:59
2984265,695748,Personal Loan,Form - Page 1,2017-06-30 0:17,1964107,2017-06-07 16:57,2017-08-04 11:24
2771851,1314948,Credit Card,Form - Page 1,2017-06-08 11:21,2338639,2017-08-08 21:38,2017-09-07 13:23
2985472,1914936,Personal Loan,Form - Page 1,2017-06-30 11:55,1973692,2017-06-08 15:49,2017-08-01 20:55
3083957,1964900,Personal Loan,Eligible,2017-07-07 18:04,1803104,2017-05-08 7:50,2017-06-07 12:47
2702442,641460,Personal Loan,Form - Page 1,2017-07-05 18:27,1929911,2017-06-03 11:22,2017-07-19 18:34
3277064,801384,Personal Loan,Form - Page 2,2017-07-23 14:48,36264,2017-07-26 21:51,2017-10-11 18:35
2855515,1853328,Personal Loan,Form - Page 2,2017-06-13 1:34,2154141,2017-07-10 15:38,2017-08-23 0:41
2995261,1447963,Business Loan,Form - Page 2,2017-07-02 10:40,2064412,2017-06-23 13:24,2017-07-15 14:15
2907254,1472492,Credit Card,Form - Page 2,2017-06-16 22:35,2224455,2017-07-19 11:23,2017-08-24 16:08
3195063,519179,Personal Loan,Form - Page 2,2017-07-15 20:11,2162891,2017-08-18 17:03,2017-11-21 17:33
2974653,1298521,Credit Card,Form - Page 1,2017-06-27 13:57,842004,2017-05-12 10:46,2017-05-24 18:13
3076031,1430586,Personal Loan,Form - Page 2,2017-09-22 18:01,2516436,2017-09-01 13:14,2017-10-27 21:24
2707397,395354,Home Loan,Form - Page 2,2017-06-02 16:37,2269726,2017-07-29 12:31,2017-09-14 18:58
3299774,1840384,Business Loan,Form - Page 2,2017-07-27 13:18,1931431,2017-06-03 14:47,2017-11-14 11:44
3182206,1489726,Business Loan,Form - Page 1,2017-07-15 11:37,2647583,2017-09-14 12:47,2017-09-18 2:39
2778760,1807873,Credit Card,Form - Page 1,2017-06-08 17:44,2352989,2017-08-10 11:08,2017-10-13 17:11
3079431,1962400,Auto Loan,Eligible,2017-07-07 15:10,1918049,2017-05-31 16:11,2017-10-28 13:18
3169640,2012044,Credit Card,Eligible,2017-07-14 11:33,2665835,2017-09-17 23:40,2017-11-07 1:54
3202282,1158427,Credit Card,Form - Page 2,2017-12-17 16:19,2519292,2017-09-01 16:01,2017-11-30 10:44
2758833,1499425,Credit Card,Form - Page 2,2017-06-06 17:16,2445745,2017-08-20 11:50,2017-10-14 11:18
2737873,723718,Home Loan,Form - Page 1,2017-06-05 10:40,2085583,2017-06-30 22:44,2017-07-17 11:49
2984141,650676,Personal Loan,Form Submitted,2017-06-29 23:29,2547435,2017-09-05 20:09,2017-10-07 17:34
3249208,1106062,Credit Card,Applied,2017-07-22 14:17,2088732,2017-07-01 17:54,2017-08-01 15:47
3311900,114523,Credit Card,Eligible,2017-07-29 9:42,1796736,2017-05-06 17:27,2017-06-19 14:26
2966885,535157,Credit Card,Form - Page 2,2017-06-25 15:27,1966156,2017-06-07 19:19,2017-12-04 9:18
3057288,1949699,Personal Loan,Form - Page 2,2017-07-21 0:03,1772919,2017-05-03 12:09,2017-07-13 11:47
2958251,1902972,Personal Loan,Eligible,2017-06-23 18:11,1980888,2017-06-09 13:46,2017-06-09 15:36
2933988,1894854,Business Loan,Form - Page 2,2017-06-19 14:56,2053414,2017-06-20 19:47,2017-08-30 14:25
2982321,1908116,Auto Loan,Form Submitted,2017-07-01 11:04,2022863,2017-06-15 14:03,2017-12-12 3:41
2883147,1815903,Home Loan,Eligible,2017-06-15 12:19,1905665,2017-07-08 19:36,2017-08-05 17:18
3082313,1012313,Home Loan,Form Submitted,2017-07-07 16:54,1851101,2017-05-12 17:22,2017-08-14 9:07
2941267,977189,Business Loan,Form - Page 1,2017-06-20 17:23,2038836,2017-06-18 10:49,2017-06-19 15:40
2715271,1773018,Credit Card,Eligible,2017-06-04 14:06,2316320,2017-08-06 15:09,2017-09-23 12:34
3100022,51066,Credit Card,Form - Page 2,2017-07-08 16:17,1853737,2017-05-13 8:00,2017-05-18 7:10
3120160,1321834,Credit Card,Applied,2017-07-10 11:47,2382002,2017-08-13 10:17,2017-08-18 16:26
2919161,1887349,Home Loan,Form - Page 2,2017-06-17 23:12,2047183,2017-06-19 20:38,2017-06-22 14:44
2953644,1396718,Home Loan,Form - Page 1,2017-06-29 17:51,2041930,2017-06-18 21:49,2017-06-21 22:00
2890449,1872547,Credit Card,Form Submitted,2017-06-15 18:48,2131279,2017-07-07 16:30,2017-09-19 6:41
2843789,1847436,Personal Loan,Form - Page 2,2017-06-12 12:17,2239467,2017-07-21 10:53,2017-10-30 19:16
3023814,1319207,Personal Loan,Form - Page 2,2017-07-03 16:38,1869249,2017-05-15 12:34,2017-06-02 14:42
3311148,997275,Home Loan,Form Submitted,2017-07-29 0:33,1853066,2017-05-12 23:03,2017-07-04 9:53
2909782,1882489,Home Loan,Form - Page 1,2017-06-17 10:43,2171774,2017-07-12 12:26,2017-07-12 12:42
2899563,1877422,Personal Loan,Form Submitted,2017-06-18 15:17,1779466,2017-05-05 13:55,2017-08-06 16:01
3209113,2032579,Personal Loan,Form Submitted,2017-07-16 20:53,2292084,2017-08-03 17:13,2017-08-06 17:06
3250561,1205543,Credit Card,Form Submitted,2017-07-20 20:59,2712892,2017-09-19 15:06,2017-12-11 12:27
3244832,260027,Personal Loan,Form Submitted,2017-09-23 1:05,2306286,2017-08-05 12:12,2017-11-17 13:17
2944731,1884418,Auto Loan,Form Submitted,2017-06-21 7:37,1972915,2017-06-08 14:51,2017-11-15 16:24
2720337,1775618,Credit Card,Applied,2017-06-03 19:27,2276621,2017-08-01 13:09,2017-10-30 16:46
3106061,1968572,Business Loan,Form - Page 2,2017-08-20 15:02,2788174,2017-09-28 21:41,2017-10-16 10:56
2933049,1656654,Credit Card,Form - Page 2,2017-06-19 13:24,2048991,2017-06-20 9:21,2017-08-19 14:04
3043317,305445,Credit Card,Form Submitted,2017-07-05 16:54,1909362,2017-05-25 18:47,2017-07-29 16:14
2713438,810496,Personal Loan,Form - Page 1,2017-06-04 15:34,1842027,2017-08-13 11:06,2017-10-12 17:13
2890549,1683826,Personal Loan,Form - Page 2,2017-08-08 7:10,1873028,2017-05-15 18:46,2017-08-13 9:25
3083059,1026500,Auto Loan,Eligible,2017-08-05 8:33,2521189,2017-09-01 21:15,2017-09-04 19:56
3276611,2048384,Business Loan,Form - Page 1,2017-07-23 14:01,2151587,2017-07-10 12:43,2017-07-13 15:37
2775372,1806007,Credit Card,Form - Page 1,2017-06-08 15:05,2353744,2017-08-10 11:53,2017-11-01 9:55
3209402,1177236,Credit Card,Form - Page 2,2017-07-16 21:20,2344712,2017-08-09 14:19,2017-10-21 17:17
3266111,1803329,Personal Loan,Form - Page 1,2017-07-22 11:33,2258304,2017-07-25 17:17,2017-11-21 17:59
2966979,1550964,Credit Card,Form - Page 1,2017-06-26 19:30,1934049,2017-06-04 7:37,2017-06-16 23:38
2709399,1765152,Personal Loan,Form - Page 1,2017-06-02 19:14,2504247,2017-08-28 23:00,2017-09-01 16:47
2728000,1779271,Home Loan,Form - Page 2,2017-06-04 14:10,2352613,2017-08-10 10:34,2017-08-21 18:29
3049942,1945886,Credit Card,Form - Page 1,2017-07-06 9:34,1910693,2017-05-26 15:37,2017-09-07 15:05
3166204,2010244,Personal Loan,Form - Page 2,2017-07-13 15:56,2617858,2017-09-12 15:25,2017-12-11 12:31
3152455,1931605,Personal Loan,Form Submitted,2017-07-13 13:42,2563353,2017-09-07 17:13,2017-09-09 17:14
3160372,2005924,Credit Card,Form - Page 1,2017-07-14 16:24,2599164,2017-09-11 3:00,2017-09-13 1:22
2720805,840126,Credit Card,Form Submitted,2017-06-04 15:56,1807389,2017-05-08 17:05,2017-07-29 14:51
2985359,1877686,Credit Card,Form - Page 2,2017-08-10 9:19,1966774,2017-06-07 20:14,2017-10-23 14:59
2826375,1793542,Home Loan,Form - Page 1,2017-06-11 13:10,2155842,2017-07-10 17:56,2017-07-10 18:09
3014701,1927801,Home Loan,Eligible,2017-07-03 12:59,1861448,2017-05-14 11:12,2017-11-25 16:35
3019384,1930028,Personal Loan,Form - Page 1,2017-07-03 11:43,2149567,2017-07-10 9:50,2017-07-16 0:25
2959381,1906110,Credit Card,Form - Page 2,2017-12-23 23:29,2038169,2017-06-18 3:23,2017-07-13 20:07
3214895,2035371,Auto Loan,Form - Page 2,2017-07-17 13:06,2284683,2017-08-02 18:27,2017-08-16 18:38
2976897,804528,Credit Card,Form - Page 2,2017-07-19 9:41,2420497,2017-08-17 18:43,2017-11-15 9:18
3259841,1953809,Credit Card,Eligible,2017-09-18 9:33,2560509,2017-09-07 13:19,2017-09-07 13:32
2986632,1656654,Credit Card,Eligible,2017-06-30 14:27,2057965,2017-06-21 19:31,2017-06-22 18:22
3016061,1379217,Personal Loan,Form - Page 2,2017-07-03 17:27,1917172,2017-05-31 10:35,2017-11-12 14:10
3248125,2052301,Credit Card,Eligible,2017-07-20 17:44,2413971,2017-08-17 10:31,2017-11-15 11:49
2988147,1221460,Personal Loan,Form - Page 2,2017-06-30 18:08,1955468,2017-06-07 6:10,2017-09-05 1:17
3247561,342993,Credit Card,Form - Page 2,2017-07-20 16:54,2410997,2017-08-16 21:43,2017-11-13 20:16
3281821,2067177,Personal Loan,Form - Page 1,2017-07-23 23:46,2199663,2017-07-18 19:05,2017-08-25 8:52
3298823,426820,Business Loan,Form - Page 1,2017-07-27 11:15,1920036,2017-06-01 11:18,2017-11-08 7:20
3256850,1743654,Personal Loan,Form - Page 1,2017-07-21 14:10,1869135,2017-05-15 12:25,2017-08-16 17:49
2934894,1895281,Credit Card,Form Submitted,2017-06-19 16:15,1958792,2017-06-07 11:46,2017-11-01 18:12
3299112,2074772,Credit Card,Form Submitted,2017-07-28 15:44,1973168,2017-06-08 15:04,2017-08-02 17:01
3166855,2010555,Credit Card,Form Submitted,2017-07-13 16:28,2608561,2017-09-11 19:06,2017-09-17 15:59
2793417,552368,Personal Loan,Form Submitted,2017-06-09 15:35,2465794,2017-08-22 12:49,2017-08-27 23:24
3261349,2057719,Home Loan,Applied,2017-07-23 14:42,2149356,2017-07-10 8:49,2017-07-11 14:00
3040323,320397,Personal Loan,Form - Page 2,2017-07-05 14:29,472682,2017-05-01 10:32,2017-07-11 12:16
2960917,1739225,Credit Card,Form - Page 2,2017-06-24 12:32,2073775,2017-06-26 18:04,2017-09-01 13:53
2973657,926858,Credit Card,Eligible,2017-06-27 10:28,2797576,2017-09-30 17:50,2017-11-26 20:46
3145899,1882732,Personal Loan,Form - Page 1,2017-07-12 9:36,2717347,2017-09-19 20:40,2017-09-19 22:02
3112834,1980809,Business Loan,Form - Page 2,2017-07-09 14:09,2681665,2017-09-16 19:53,2017-09-16 19:55
2986197,878887,Auto Loan,Form - Page 2,2017-09-15 18:39,1997287,2017-06-11 21:10,2017-12-06 18:37
2792680,1816172,Home Loan,Form Submitted,2017-06-09 14:56,2425073,2017-08-18 11:44,2017-11-16 9:57
3044330,1938522,Home Loan,Form Submitted,2017-07-05 18:06,1912009,2017-05-27 15:33,2017-10-18 14:35
3088762,359487,Home Loan,Form - Page 1,2017-07-07 22:24,1801015,2017-05-07 15:23,2017-08-02 18:21
2821615,1390375,Credit Card,Eligible,2017-06-11 7:55,2264837,2017-07-27 17:08,2017-12-06 14:26
3145910,1997163,Credit Card,Eligible,2017-07-13 13:09,2614485,2017-09-12 11:33,2017-09-15 15:54
3024438,1230938,Credit Card,Form - Page 1,2017-07-03 17:33,1846331,2017-05-12 10:54,2017-07-05 16:56
2937375,1756107,Credit Card,Form - Page 1,2017-06-20 11:42,772654,2017-06-07 10:39,2017-08-02 22:13
2722338,918408,Home Loan,Form - Page 1,2017-06-03 23:09,2457241,2017-08-21 14:55,2017-12-13 15:04
3253444,1250503,Personal Loan,Applied,2017-07-21 10:54,2520430,2017-09-01 19:01,2017-12-13 13:41
3301857,2075949,Credit Card,Form - Page 2,2017-10-08 22:45,1988792,2017-06-10 14:41,2017-06-17 22:08
3097819,1972839,Credit Card,Form - Page 2,2017-09-07 13:50,1832736,2017-05-10 23:23,2017-06-17 0:47
3177365,1550439,Auto Loan,Eligible,2017-07-14 13:21,2111705,2017-09-27 13:46,2017-10-08 10:23
3129878,1989868,Credit Card,Form - Page 1,2017-07-11 10:43,2583065,2017-09-09 15:53,2017-09-09 15:56
